,mean_score,best_score,iteration
169,-22347.666666666668,-25340,169
170,-22414.0,-25340,170
171,-22448.333333333332,-25340,171
172,-22451.0,-24940,172
173,-21819.0,-24600,173
174,-21908.666666666668,-25100,174
175,-22008.666666666668,-25100,175
176,-21782.0,-25700,176
177,-21932.333333333332,-27040,177
178,-22731.333333333332,-27040,178
179,-22740.666666666668,-27040,179
180,-22695.666666666668,-25500,180
181,-22191.0,-25500,181
182,-22014.0,-25500,182
183,-22491.666666666668,-25500,183
184,-21459.0,-25500,184
185,-21598.666666666668,-26880,185
186,-22344.0,-27380,186
187,-21745.333333333332,-27380,187
188,-21230.333333333332,-27380,188
189,-23528.0,-27380,189
190,-23460.666666666668,-26040,190
191,-23506.0,-26040,191
192,-23359.0,-26040,192
193,-23665.666666666668,-26040,193
194,-22474.333333333332,-25680,194
195,-24124.333333333332,-25940,195
196,-24167.0,-26200,196
197,-24127.0,-26200,197
198,-23714.333333333332,-26400,198
199,-24444.333333333332,-26080,199
200,-24472.666666666668,-26620,200
201,-24647.333333333332,-26620,201
202,-24616.0,-26620,202
203,-24601.666666666668,-26620,203
204,-24725.0,-26620,204
205,-24717.0,-26620,205
206,-24753.333333333332,-26620,206
207,-24726.333333333332,-26620,207
208,-24597.0,-26620,208
209,-24493.333333333332,-26900,209
210,-24452.333333333332,-26620,210
211,-23952.333333333332,-26620,211
212,-23890.666666666668,-26620,212
213,-23303.666666666668,-26300,213
214,-23844.666666666668,-26600,214
215,-23393.0,-26600,215
216,-23884.0,-26400,216
217,-22923.0,-26400,217
218,-22265.333333333332,-26400,218
219,-23709.333333333332,-26400,219
220,-23743.666666666668,-26400,220
221,-23655.666666666668,-26400,221
222,-23929.0,-26400,222
223,-24004.333333333332,-26380,223
224,-23996.666666666668,-26380,224
225,-23842.333333333332,-26380,225
226,-23418.666666666668,-26380,226
227,-23033.333333333332,-26380,227
228,-23119.333333333332,-26380,228
229,-22835.666666666668,-26380,229
230,-22833.333333333332,-26380,230
231,-24647.666666666668,-26300,231
232,-24450.333333333332,-26700,232
233,-24748.0,-26700,233
234,-24237.0,-26700,234
235,-24697.666666666668,-26700,235
236,-24661.666666666668,-26700,236
237,-24579.666666666668,-26900,237
238,-24558.666666666668,-26900,238
239,-24756.666666666668,-26900,239
240,-24793.666666666668,-26900,240
241,-24811.666666666668,-26900,241
242,-24843.666666666668,-27020,242
243,-24994.0,-27020,243
244,-24982.333333333332,-27020,244
245,-24952.0,-27020,245
246,-25026.333333333332,-27020,246
247,-24913.0,-27020,247
248,-24374.666666666668,-26900,248
249,-25259.333333333332,-27140,249
250,-25271.666666666668,-26900,250
251,-25238.0,-26900,251
252,-24818.333333333332,-27400,252
253,-23352.333333333332,-27400,253
254,-25329.333333333332,-27400,254
255,-24391.666666666668,-27400,255
256,-25461.333333333332,-27400,256
257,-25391.0,-27400,257
258,-25397.666666666668,-27400,258
259,-25410.666666666668,-27400,259
260,-25554.333333333332,-28600,260
261,-25495.666666666668,-28600,261
262,-24616.666666666668,-28600,262
263,-24594.0,-28600,263
264,-24666.666666666668,-28600,264
265,-25605.0,-28600,265
266,-25767.0,-28600,266
267,-25731.666666666668,-28300,267
268,-25967.0,-28300,268
269,-25824.0,-28300,269
270,-25694.333333333332,-27200,270
271,-25241.333333333332,-27200,271
272,-25245.333333333332,-27400,272
273,-25441.666666666668,-27400,273
274,-25811.0,-27100,274
275,-25904.0,-27600,275
276,-24162.0,-27600,276
277,-24105.666666666668,-28000,277
278,-26055.0,-28000,278
279,-25998.0,-27600,279
280,-25912.333333333332,-27100,280
281,-26046.666666666668,-27100,281
282,-26096.333333333332,-27200,282
283,-26130.333333333332,-28100,283
284,-26087.333333333332,-28100,284
285,-25124.0,-28100,285
286,-25060.0,-28100,286
287,-24523.666666666668,-28100,287
288,-24508.0,-28100,288
289,-25300.333333333332,-28100,289
290,-23474.333333333332,-28100,290
291,-25672.666666666668,-28100,291
292,-25606.0,-28100,292
293,-25099.333333333332,-28100,293
294,-25618.666666666668,-28100,294
295,-24640.666666666668,-28100,295
296,-24584.333333333332,-28100,296
297,-25013.666666666668,-27180,297
298,-24915.333333333332,-27180,298
299,-25309.0,-27180,299
