,mean_score,best_score,iteration
0,8178.333333333333,12900,0
1,8671.333333333334,12900,1
2,9130.666666666666,12620,2
3,9523.0,12620,3
4,9988.0,13800,4
5,10207.0,13800,5
6,10402.0,13800,6
7,10608.333333333334,13800,7
8,10780.333333333334,13280,8
9,11087.666666666666,13780,9
10,11243.666666666666,14680,10
11,11474.0,15240,11
12,11793.0,15240,12
13,11994.666666666666,15240,13
14,12379.666666666666,16680,14
15,12643.333333333334,15800,15
16,12910.333333333334,18580,16
17,13182.333333333334,18580,17
18,13627.333333333334,18580,18
19,14009.666666666666,20160,19
20,14450.666666666666,20160,20
21,14726.666666666666,20160,21
22,14957.0,20160,22
23,15122.333333333334,20160,23
24,15281.333333333334,21060,24
25,15528.0,21060,25
26,15676.0,18720,26
27,15936.333333333334,18020,27
28,16111.666666666666,20500,28
29,16446.333333333332,21760,29
30,16789.0,21760,30
31,17136.666666666668,21760,31
32,17488.666666666668,21760,32
33,17821.666666666668,21760,33
34,18100.333333333332,21200,34
35,18362.666666666668,21240,35
36,18710.666666666668,21240,36
37,18962.666666666668,21240,37
38,19198.666666666668,22760,38
39,19364.0,21240,39
40,19631.666666666668,21240,40
41,19925.333333333332,23980,41
42,20186.333333333332,23980,42
43,20502.666666666668,23980,43
44,20878.333333333332,23980,44
45,21146.0,23980,45
46,21445.666666666668,23980,46
47,21865.666666666668,27640,47
48,22394.0,27640,48
49,22681.0,30000,49
50,22882.333333333332,30000,50
51,23258.333333333332,30000,51
52,23566.666666666668,30000,52
53,23958.666666666668,30000,53
54,24303.0,30000,54
55,24654.0,30000,55
56,25000.666666666668,30000,56
57,25261.0,30000,57
58,25494.666666666668,30000,58
59,25711.0,30000,59
60,25901.333333333332,30000,60
61,26078.333333333332,30000,61
62,26341.333333333332,30000,62
63,26761.0,30000,63
64,27021.0,30300,64
65,27448.666666666668,31300,65
66,27807.333333333332,32520,66
67,28154.0,32520,67
68,28495.0,32520,68
69,28848.333333333332,31600,69
70,29118.0,35000,70
71,29332.333333333332,35000,71
72,29514.0,32620,72
73,29783.666666666668,33440,73
74,30163.333333333332,33600,74
75,30512.0,33600,75
76,30659.0,33600,76
77,30928.666666666668,34840,77
78,31257.0,34840,78
79,31539.666666666668,34840,79
80,31811.666666666668,34840,80
81,32087.333333333332,35260,81
82,32453.0,35260,82
83,32786.666666666664,35260,83
84,33112.333333333336,36500,84
85,33516.0,36560,85
86,33805.0,36500,86
87,34166.666666666664,36500,87
88,34450.333333333336,37980,88
89,34895.333333333336,40280,89
90,35060.333333333336,38520,90
91,35493.0,40060,91
92,35838.0,40060,92
93,36153.0,40060,93
94,36517.0,40060,94
95,36897.333333333336,40060,95
96,37309.333333333336,40060,96
97,37563.666666666664,40060,97
98,37835.0,40760,98
99,38041.333333333336,40060,99
100,38192.333333333336,40060,100
101,38438.666666666664,41580,101
102,38723.333333333336,41580,102
103,38968.333333333336,42300,103
104,39026.0,42300,104
105,39233.333333333336,42300,105
106,39333.666666666664,42520,106
107,39539.666666666664,42860,107
108,39698.333333333336,42860,108
109,39783.333333333336,43340,109
110,39937.333333333336,43080,110
111,40237.666666666664,43080,111
112,40645.666666666664,43080,112
113,40924.333333333336,43520,113
114,41142.333333333336,43520,114
115,41253.666666666664,43080,115
116,41382.0,43620,116
117,41533.333333333336,43620,117
118,41691.0,43820,118
119,41853.0,44540,119
120,42007.0,44540,120
121,42089.666666666664,44540,121
122,42288.0,44540,122
123,42417.666666666664,44560,123
124,42524.333333333336,44560,124
125,42515.0,44560,125
126,42629.0,44560,126
127,42685.666666666664,44560,127
128,42742.666666666664,44260,128
129,42803.666666666664,44260,129
130,42830.0,44260,130
131,42954.0,44260,131
132,43041.0,44260,132
133,43083.0,44500,133
134,43163.333333333336,44500,134
135,43244.333333333336,44500,135
136,43282.666666666664,44500,136
137,43354.666666666664,44640,137
138,43400.666666666664,44900,138
139,43398.0,44900,139
140,43482.666666666664,44900,140
141,43474.0,44900,141
142,43555.666666666664,45200,142
143,43689.666666666664,44900,143
144,43737.333333333336,44900,144
145,43838.666666666664,45200,145
146,43887.666666666664,45340,146
147,43874.0,45340,147
148,43774.666666666664,45340,148
149,43812.666666666664,45340,149
